MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
20,4,67.0,8.368,0,-1,1,1,0,0,0,15,0,0,0,0,7,5,2006,2007,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1689.0,1689.0,0,0,0,0,1689,0,0,1689,0.0,0.0,2,0,3,1,1,7,0,0,-1,0,2007.0,2,2.0,433.0,0,0,0,100,39,0,0,0,0,-1,-1,-1,0,4,2007,1,1
20,4,68.0,8.298,0,-1,1,1,0,0,0,15,0,0,0,0,8,5,2006,2007,1,0,0,0,-1,-1.0,1,0,0,1,0,1,1,583.0,0,0.0,963.0,1546.0,0,0,0,0,1564,0,0,1564,0.0,0.0,2,0,2,1,2,6,0,1,0,0,2207.0,1,2.0,502.0,0,0,0,132,0,0,0,0,0,-1,-1,-1,0,9,2007,1,1
20,4,42.0,10.331,0,-1,0,0,0,2,0,15,0,0,0,0,7,7,1985,1985,0,0,4,4,0,0.0,0,0,1,1,0,0,2,215.0,3,80.0,970.0,1265.0,0,2,0,0,1240,0,0,1240,0.0,1.0,2,0,3,1,1,6,0,0,-1,0,1985.0,0,2.0,528.0,0,0,0,232,0,0,0,0,0,-1,-1,-1,0,7,2007,0,0
20,4,-1.0,6.718,0,-1,1,0,0,0,0,15,0,0,0,0,8,5,2001,2001,0,0,0,0,1,86.0,1,0,0,2,0,3,1,250.0,0,0.0,1017.0,1267.0,0,0,0,0,1312,0,0,1312,0.0,0.0,2,0,2,1,1,5,0,0,-1,0,2001.0,0,2.0,471.0,0,0,0,256,28,0,0,0,0,-1,-1,-1,0,1,2007,0,0
20,4,80.0,11.305,0,-1,0,0,0,0,0,15,0,0,0,0,8,5,2002,2002,1,0,0,0,1,886.0,1,0,0,1,0,1,1,1329.0,0,0.0,593.0,1922.0,0,0,0,0,1922,0,0,1922,1.0,0.0,2,0,2,1,1,6,0,1,4,0,2002.0,2,3.0,692.0,0,0,0,201,64,0,0,0,0,-1,-1,-1,0,4,2007,0,0
20,4,-1.0,7.777,0,-1,1,0,0,0,0,15,0,0,0,0,6,5,1996,1996,0,0,0,0,1,203.0,1,0,0,2,0,0,0,0.0,0,0.0,1491.0,1491.0,0,0,0,0,1491,0,0,1491,0.0,0.0,2,0,3,1,0,7,0,1,1,0,1996.0,2,2.0,571.0,0,0,0,0,35,0,0,0,0,-1,-1,-1,0,11,2007,0,0
60,4,-1.0,11.8,0,-1,1,0,0,0,0,15,0,0,0,1,7,5,2003,2004,0,0,0,0,1,94.0,1,0,0,1,0,2,1,766.0,0,0.0,356.0,1122.0,0,0,0,0,1146,1340,0,2486,1.0,0.0,3,1,5,1,1,10,0,1,0,2,2003.0,2,2.0,452.0,0,0,0,143,32,0,0,0,0,-1,-1,-1,0,7,2007,0,0
20,4,85.0,12.633,0,-1,1,1,0,0,0,15,6,3,0,0,10,5,2006,2007,1,0,1,1,1,242.0,2,0,0,2,0,2,0,0.0,0,0.0,1824.0,1824.0,0,0,0,0,1824,0,0,1824,0.0,0.0,2,0,3,1,2,8,0,1,0,0,2006.0,2,3.0,932.0,0,0,0,160,36,0,0,108,0,-1,-1,-1,0,9,2007,1,1
20,4,200.0,43.5,0,-1,0,0,0,0,0,11,2,0,0,0,3,5,1953,1953,0,0,1,1,0,0.0,0,0,1,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,0,0,0,2034,0,0,2034,0.0,0.0,1,0,2,1,0,9,1,0,-1,4,1953.0,1,4.0,1041.0,0,0,1,483,266,0,0,0,561,-1,1,-1,0,6,2007,0,0
120,3,62.0,6.71,0,-1,1,0,0,4,0,11,0,0,1,4,6,5,1996,1997,0,0,0,0,1,134.0,0,0,0,2,0,1,3,16.0,5,904.0,0.0,920.0,0,0,0,0,936,0,0,936,2.0,0.0,0,1,0,1,0,3,0,0,-1,0,1996.0,2,2.0,460.0,0,0,0,0,40,0,0,0,0,-1,-1,-1,0,6,2007,0,0
160,3,21.0,1.504,0,-1,0,0,0,0,0,20,0,0,3,1,4,4,1972,1972,0,0,5,5,0,0.0,0,0,1,0,0,0,4,252.0,0,0.0,294.0,546.0,0,1,0,0,546,546,0,1092,0.0,0.0,1,1,3,1,0,5,0,0,-1,0,1972.0,0,1.0,253.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2007,0,0
180,3,-1.0,1.533,0,-1,0,0,0,0,0,20,0,0,3,3,4,5,1970,1970,0,0,5,5,0,0.0,0,0,1,1,0,1,1,503.0,0,0.0,27.0,530.0,0,1,0,0,530,462,0,992,1.0,0.0,1,0,2,1,0,4,0,0,-1,2,1970.0,2,1.0,297.0,0,0,0,112,97,0,0,0,0,-1,-1,-1,0,7,2007,0,0
160,3,21.0,1.495,0,-1,0,0,0,0,0,20,0,0,1,1,4,6,1970,1970,0,0,5,5,1,189.0,0,0,1,0,0,0,2,384.0,0,0.0,162.0,546.0,0,0,0,0,546,546,0,1092,0.0,0.0,1,1,3,1,0,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,64,0,0,0,0,-1,-1,-1,0,5,2007,0,0
160,3,21.0,1.89,0,-1,0,0,0,0,0,20,0,0,3,1,4,3,1976,1976,0,0,5,5,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,546.0,546.0,0,0,0,0,546,546,0,1092,0.0,0.0,1,1,3,1,0,6,0,0,-1,0,1976.0,0,1.0,286.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,4,2007,2,0
85,4,72.0,9.129,0,-1,0,0,0,0,0,11,0,0,0,4,5,5,1977,1977,0,0,4,4,1,144.0,0,0,0,1,0,1,1,923.0,0,0.0,0.0,923.0,0,1,0,0,1008,0,0,1008,1.0,0.0,1,0,1,1,1,4,0,1,2,0,1977.0,2,2.0,678.0,0,0,0,201,66,0,0,0,0,-1,0,-1,0,7,2007,0,0
80,4,-1.0,15.957,0,-1,1,3,0,1,1,11,0,0,0,3,6,6,1977,1977,0,0,2,4,0,0.0,0,0,0,1,0,2,1,1148.0,0,0.0,96.0,1244.0,0,1,0,0,1356,0,0,1356,2.0,0.0,2,0,3,1,0,6,0,1,1,0,1977.0,2,2.0,528.0,0,0,0,1424,0,0,0,0,0,-1,0,-1,0,9,2007,0,0
20,4,61.0,33.983,0,-1,1,0,0,0,0,11,0,0,0,0,5,6,1977,1994,0,0,4,4,0,0.0,0,2,0,0,0,3,2,1112.0,0,0.0,48.0,1160.0,0,1,0,0,1676,0,0,1676,1.0,0.0,1,1,3,1,1,6,3,2,1,0,1977.0,1,2.0,672.0,0,0,2,690,90,0,0,0,0,-1,1,-1,0,5,2007,0,0
60,4,68.0,8.286,0,-1,1,0,0,1,0,11,0,0,0,1,5,7,1977,1977,0,0,4,4,0,0.0,0,0,0,1,0,0,3,531.0,0,0.0,185.0,716.0,0,0,0,0,716,716,0,1432,1.0,0.0,1,1,3,1,0,6,0,1,0,0,1977.0,2,2.0,531.0,0,0,0,0,136,0,0,240,0,-1,1,-1,0,6,2007,0,0
85,4,50.0,6.723,0,-1,0,0,0,0,0,11,0,0,0,4,5,7,1971,1971,0,0,3,2,0,0.0,0,0,1,1,0,1,1,796.0,0,0.0,0.0,796.0,0,1,0,0,796,0,0,796,0.0,1.0,1,0,2,1,0,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,129,0,0,0,0,0,-1,2,-1,0,9,2007,0,0
20,4,124.0,27.697,0,-1,0,0,0,0,0,11,0,0,0,0,4,3,1961,1961,5,0,4,4,-1,198.0,0,0,1,0,0,0,4,811.0,0,0.0,585.0,1396.0,0,1,1,0,1608,0,0,1608,0.0,0.0,1,0,3,1,0,6,0,0,-1,0,1961.0,0,1.0,444.0,0,1,0,152,38,0,0,0,0,-1,-1,-1,0,11,2007,2,2
20,4,-1.0,11.0,0,-1,2,0,0,1,0,11,0,0,0,0,5,6,1976,2003,0,0,4,4,0,0.0,0,0,0,1,0,0,5,1090.0,0,0.0,0.0,1090.0,0,1,0,0,1178,0,0,1178,1.0,0.0,1,1,3,1,0,6,0,0,-1,0,1976.0,0,2.0,502.0,0,0,0,0,44,0,0,88,0,-1,0,-1,0,6,2007,0,0
20,4,65.0,11.625,0,-1,1,0,0,0,0,11,0,0,0,0,5,7,1983,1983,0,0,2,2,0,0.0,0,0,1,1,0,0,2,596.0,0,0.0,220.0,816.0,0,1,0,0,816,0,0,816,1.0,0.0,1,0,2,1,0,4,0,0,-1,0,1983.0,2,1.0,264.0,0,0,0,330,0,0,0,0,0,-1,0,-1,0,5,2007,0,0
20,4,62.0,10.447,0,-1,0,0,0,0,0,11,0,0,0,0,5,6,1984,1984,0,0,4,2,0,0.0,0,0,1,0,0,0,2,516.0,0,0.0,348.0,864.0,0,1,0,0,887,0,0,887,0.0,1.0,1,0,3,1,0,5,0,0,-1,0,1984.0,1,1.0,288.0,0,0,0,140,0,0,0,0,0,-1,-1,-1,0,12,2007,0,0
20,4,-1.0,11.027,0,-1,1,0,0,0,0,0,0,0,0,0,6,5,1954,1954,1,0,3,3,2,28.0,0,0,1,0,0,0,4,468.0,1,539.0,171.0,1178.0,0,2,0,0,1293,0,0,1293,1.0,0.0,2,0,2,1,0,5,0,0,-1,0,1954.0,1,2.0,452.0,0,0,0,280,0,0,0,0,0,-1,-1,-1,0,5,2006,0,0
20,4,85.0,10.533,0,-1,1,0,0,0,0,0,0,0,0,0,6,6,1956,1956,1,0,0,0,1,244.0,0,1,1,0,0,0,3,773.0,0,0.0,235.0,1008.0,0,1,0,0,1024,0,0,1024,1.0,0.0,1,0,2,1,1,5,0,2,1,0,1956.0,0,1.0,313.0,0,0,0,0,0,0,0,280,0,-1,-1,-1,0,8,2006,0,0
20,4,-1.0,11.765,0,-1,1,0,0,1,0,0,0,0,0,0,5,5,1957,1957,0,0,3,3,2,302.0,0,0,1,0,0,3,3,1127.0,0,0.0,490.0,1617.0,0,3,0,0,1797,0,0,1797,0.0,0.0,1,1,3,1,0,7,0,1,1,0,1957.0,0,3.0,963.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2006,0,0
20,4,-1.0,39.384,0,-1,1,3,0,2,2,0,0,0,0,0,6,6,1957,1957,0,0,3,3,2,902.0,0,0,1,1,0,2,2,1110.0,0,0.0,595.0,1705.0,0,0,0,0,1390,0,0,1390,1.0,0.0,1,1,1,1,2,4,1,2,0,0,1957.0,0,2.0,550.0,0,0,0,0,189,0,0,0,0,-1,-1,-1,0,10,2006,0,2
20,4,90.0,11.727,0,-1,0,0,0,1,0,0,0,0,0,0,7,6,1969,1969,0,0,2,2,1,434.0,0,1,1,0,0,3,0,0.0,0,0.0,1851.0,1851.0,0,2,0,0,1851,0,0,1851,0.0,0.0,2,0,3,1,0,8,0,1,1,0,1969.0,2,2.0,506.0,0,0,0,0,146,0,0,0,0,-1,-1,-1,0,3,2006,0,0
60,4,60.0,8.238,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,1997,1998,0,0,0,0,0,0.0,0,0,0,0,0,0,1,700.0,0,0.0,113.0,813.0,0,0,0,0,813,712,0,1525,1.0,0.0,2,1,3,1,0,6,0,1,1,0,1997.0,2,2.0,400.0,0,0,0,421,72,0,0,0,0,-1,-1,-1,0,5,2006,0,0
60,4,-1.0,13.041,0,-1,2,0,0,0,0,7,0,0,0,1,6,5,1995,1995,0,0,2,2,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,781.0,781.0,0,2,0,0,781,890,0,1671,0.0,0.0,2,1,3,1,0,7,0,1,1,0,1995.0,2,2.0,423.0,0,0,0,0,84,0,0,0,0,-1,-1,-1,0,2,2006,0,0
60,4,54.0,9.783,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,1996,1996,0,0,2,2,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,821.0,821.0,0,2,0,0,821,955,0,1776,0.0,0.0,2,1,3,1,0,7,0,1,1,2,1996.0,2,2.0,443.0,0,0,0,286,116,0,0,0,0,-1,-1,-1,0,5,2006,0,0
60,4,50.0,13.128,0,-1,1,1,0,2,0,7,0,0,0,1,8,5,2005,2005,0,0,0,0,1,216.0,1,0,0,1,0,0,0,0.0,0,0.0,1074.0,1074.0,0,0,0,0,1074,990,0,2064,0.0,0.0,2,1,4,1,1,7,0,1,0,0,2005.0,2,2.0,527.0,0,0,0,0,119,0,0,0,0,-1,-1,-1,0,1,2006,0,0
60,4,42.0,13.751,0,-1,1,1,0,2,0,7,0,0,0,1,7,5,2005,2006,0,0,0,0,1,248.0,1,0,0,1,0,1,1,60.0,0,0.0,1640.0,1700.0,0,0,0,0,1700,512,0,2212,1.0,0.0,2,1,3,1,1,9,0,1,0,0,2006.0,2,3.0,773.0,0,0,0,237,38,0,0,115,0,-1,-1,-1,0,5,2006,1,1
160,4,68.0,13.108,0,-1,1,0,0,0,0,17,0,0,0,1,8,5,1994,1994,0,0,5,5,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,2062.0,2062.0,0,0,0,0,2079,608,0,2687,0.0,0.0,2,1,4,1,1,9,0,0,-1,0,1994.0,2,2.0,618.0,0,0,0,168,12,0,0,0,0,-1,-1,-1,0,12,2006,0,0
20,4,-1.0,8.076,0,-1,1,0,0,0,0,7,0,0,0,0,6,6,1993,1994,0,0,2,2,1,112.0,0,0,0,1,0,0,1,705.0,0,0.0,455.0,1160.0,0,2,0,0,1169,0,0,1169,0.0,1.0,2,0,3,1,0,6,0,1,1,0,1993.0,2,2.0,402.0,0,0,0,0,26,0,0,144,0,-1,0,-1,0,7,2006,0,0
120,4,30.0,3.701,0,-1,1,0,0,0,0,17,0,0,1,0,8,5,1987,1987,0,0,2,2,0,0.0,0,0,1,1,0,0,0,0.0,0,0.0,1191.0,1191.0,0,1,0,0,1204,0,0,1204,0.0,0.0,2,0,2,1,0,5,0,0,-1,0,1987.0,1,2.0,461.0,0,0,0,120,70,0,0,0,0,-1,-1,-1,0,8,2006,0,0
60,4,59.0,16.023,0,-1,1,1,0,2,0,17,0,0,0,1,9,5,2005,2006,1,0,0,0,1,600.0,1,3,0,2,0,2,1,1218.0,0,0.0,180.0,1398.0,0,0,0,0,1414,1384,0,2798,1.0,0.0,3,1,3,1,2,11,0,1,0,2,2005.0,2,3.0,670.0,0,0,0,182,37,0,0,0,0,-1,-1,-1,0,3,2006,1,1
60,4,60.0,18.062,0,-1,1,1,0,2,0,17,0,0,0,1,10,5,2006,2006,1,0,5,5,1,662.0,2,0,0,2,0,2,0,0.0,0,0.0,1528.0,1528.0,0,0,0,0,1528,1862,0,3390,0.0,0.0,3,1,5,1,2,10,0,1,4,2,2006.0,2,3.0,758.0,0,0,0,204,34,0,0,0,0,-1,-1,-1,0,9,2006,1,1
60,4,63.0,12.292,0,-1,1,1,0,2,0,17,0,0,0,1,9,5,2006,2006,1,0,0,0,1,184.0,1,0,0,2,1,2,1,205.0,0,0.0,889.0,1094.0,0,0,0,0,1102,1371,0,2473,0.0,0.0,2,1,4,1,1,11,0,1,0,2,2006.0,2,3.0,675.0,0,0,0,246,39,0,0,0,0,-1,-1,-1,0,7,2006,1,1
60,4,82.0,16.052,0,-1,1,0,0,2,0,17,0,0,0,1,10,5,2006,2006,1,0,0,0,2,734.0,2,0,0,2,0,0,1,1206.0,0,0.0,644.0,1850.0,0,0,0,0,1850,848,0,2698,1.0,0.0,2,1,4,1,2,11,0,1,0,0,2006.0,1,3.0,736.0,0,0,0,250,0,0,0,0,0,-1,-1,-1,0,7,2006,1,1
60,4,92.0,15.922,0,-1,1,1,0,1,0,17,0,0,0,1,9,5,2005,2006,1,0,0,0,1,550.0,1,0,0,2,0,1,0,0.0,0,0.0,1390.0,1390.0,0,0,0,0,1390,1405,0,2795,0.0,0.0,3,1,4,1,2,10,0,1,0,2,2005.0,2,3.0,660.0,0,0,0,272,102,0,0,0,0,-1,-1,-1,0,1,2006,1,1
120,4,60.0,8.147,0,-1,0,1,0,0,0,17,0,0,1,0,9,5,2005,2005,1,0,1,1,1,230.0,1,0,0,2,0,2,1,1191.0,0,0.0,523.0,1714.0,0,0,0,0,1714,0,0,1714,1.0,0.0,2,0,2,1,1,7,0,1,0,0,2005.0,2,2.0,517.0,0,0,0,156,55,0,0,0,0,-1,-1,-1,0,8,2006,0,0
20,4,90.0,18.261,0,-1,1,1,0,0,0,17,0,0,0,0,9,5,2005,2005,1,0,0,0,1,420.0,2,0,0,2,0,2,1,1416.0,0,0.0,494.0,1910.0,0,0,0,0,2000,0,0,2000,1.0,0.0,2,1,3,1,2,8,0,2,0,0,2005.0,0,3.0,722.0,0,0,0,351,102,0,0,123,0,-1,-1,-1,0,9,2006,0,0
85,4,-1.0,10.464,0,-1,1,0,0,4,0,9,0,0,0,4,6,6,1980,1980,0,0,2,2,1,130.0,0,0,1,1,0,1,1,850.0,0,0.0,138.0,988.0,0,1,0,0,1102,0,0,1102,1.0,0.0,1,0,2,1,0,5,0,1,1,0,1980.0,1,2.0,582.0,0,0,0,140,22,0,0,0,0,-1,-1,-1,0,6,2006,0,0
60,4,81.0,10.53,0,-1,0,0,0,0,0,9,6,0,0,1,7,5,1978,1978,0,0,4,4,1,68.0,0,0,1,0,0,0,0,0.0,0,0.0,945.0,945.0,0,1,0,0,945,912,0,1857,0.0,0.0,2,1,4,1,0,8,0,1,1,0,1978.0,1,2.0,482.0,0,0,0,400,105,0,0,0,0,-1,1,-1,0,7,2006,0,0
85,4,-1.0,9.927,0,-1,1,0,0,0,0,9,0,0,0,4,7,5,1976,1976,0,0,0,6,2,252.0,1,0,1,2,0,2,1,1005.0,0,0.0,42.0,1047.0,0,1,0,0,1083,0,0,1083,1.0,0.0,1,0,2,1,0,5,0,1,2,0,1976.0,1,2.0,596.0,0,0,0,444,0,40,0,0,0,-1,-1,-1,0,7,2006,0,0
60,2,75.0,9.512,0,-1,1,0,0,0,0,5,3,0,0,1,7,5,2005,2006,0,0,0,0,0,0.0,1,0,0,1,0,0,2,788.0,0,0.0,172.0,960.0,0,0,0,0,960,1358,0,2318,1.0,0.0,2,1,3,1,1,8,0,1,4,2,2005.0,2,2.0,541.0,0,0,0,0,246,0,0,0,0,-1,-1,-1,0,6,2006,1,1
80,4,81.0,10.53,0,-1,0,0,0,0,0,9,0,0,0,3,6,6,1975,2000,0,0,4,4,1,248.0,0,0,1,0,2,0,2,548.0,0,0.0,127.0,675.0,0,1,0,0,1109,766,0,1875,0.0,0.0,3,0,3,1,1,8,0,1,1,0,1975.0,1,2.0,485.0,0,0,0,48,28,0,0,0,0,-1,-1,-1,0,6,2006,0,0
20,4,80.0,10.0,0,-1,0,0,0,0,0,9,0,0,0,0,6,6,1974,1974,0,0,2,4,1,176.0,0,0,1,0,0,0,2,755.0,0,0.0,348.0,1103.0,0,1,0,0,1103,0,0,1103,0.0,0.0,2,0,3,1,0,6,0,0,-1,0,1974.0,0,2.0,462.0,0,0,0,295,84,0,0,0,0,-1,2,-1,0,6,2006,0,0
20,4,60.0,7.2,0,-1,0,0,0,0,0,0,0,0,0,0,4,4,1971,1971,0,0,2,2,0,0.0,0,0,1,0,0,0,3,20.0,2,620.0,224.0,864.0,0,1,0,0,874,0,0,874,0.0,1.0,1,0,3,1,0,5,0,0,-1,1,1995.0,0,2.0,576.0,0,0,0,63,0,0,0,0,0,-1,-1,-1,0,3,2006,0,0
120,1,26.0,8.773,0,-1,2,0,0,3,0,0,0,0,1,0,6,5,2002,2002,0,0,1,1,0,0.0,1,0,0,1,0,0,1,951.0,0,0.0,536.0,1487.0,0,0,0,0,1419,0,0,1419,1.0,0.0,2,0,2,1,1,4,0,0,-1,0,2002.0,2,2.0,543.0,0,0,0,196,68,0,0,0,0,-1,-1,-1,0,9,2006,0,0
160,3,24.0,2.76,0,-1,0,0,0,0,0,21,0,0,1,1,6,5,1973,1973,0,0,2,2,1,514.0,0,0,1,0,0,0,0,0.0,0,0.0,525.0,525.0,0,1,0,0,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,0,0,-1,1,1973.0,0,2.0,440.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,12,2006,0,0
160,3,24.0,2.16,0,-1,0,0,0,0,0,21,0,0,1,1,5,6,1973,1973,0,0,2,2,1,200.0,0,0,1,0,0,0,5,402.0,0,0.0,363.0,765.0,0,2,0,0,765,600,0,1365,0.0,0.0,1,1,3,1,1,7,1,1,2,0,1973.0,0,2.0,440.0,0,0,0,0,36,0,0,0,0,-1,-1,-1,0,6,2006,0,0
160,3,21.0,1.89,0,-1,0,0,0,0,0,21,0,0,3,1,6,7,1972,1972,0,0,2,2,1,380.0,0,0,1,0,0,0,2,282.0,0,0.0,212.0,494.0,0,0,0,0,494,536,0,1030,0.0,0.0,1,1,3,1,0,6,0,0,-1,1,1973.0,0,1.0,264.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2006,0,0
160,3,21.0,1.68,0,-1,0,0,0,0,0,21,0,0,3,1,6,5,1972,1972,0,0,2,2,1,504.0,0,0,1,0,0,0,2,276.0,0,0.0,207.0,483.0,0,1,0,0,483,465,0,948,0.0,0.0,1,1,2,1,0,5,0,0,-1,1,1972.0,0,1.0,264.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2006,0,0
160,3,21.0,1.68,0,-1,0,0,0,0,0,21,0,0,3,1,6,5,1972,1972,0,0,2,2,1,504.0,0,0,1,0,0,0,4,382.0,0,0.0,143.0,525.0,0,2,0,0,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,0,0,-1,1,1972.0,0,1.0,264.0,0,0,0,352,0,0,0,0,0,-1,1,-1,0,10,2006,0,0
120,4,53.0,4.043,0,-1,0,0,0,0,0,24,0,0,1,0,6,5,1975,1975,0,0,4,4,0,0.0,0,0,1,1,0,0,2,727.0,3,156.0,186.0,1069.0,0,2,0,0,1069,0,0,1069,0.0,1.0,2,0,2,1,0,4,0,1,3,0,1975.0,1,2.0,440.0,0,0,0,0,55,0,0,225,0,-1,-1,-1,0,7,2006,0,0
20,4,65.0,7.514,0,-1,0,0,0,0,0,0,0,0,0,0,5,7,1967,1975,1,0,1,1,0,0.0,0,0,1,0,0,3,2,373.0,1,108.0,462.0,943.0,0,1,0,0,1387,0,0,1387,1.0,0.0,1,0,3,1,0,6,0,1,1,0,1974.0,1,1.0,300.0,0,0,0,0,0,240,0,0,0,-1,-1,-1,0,9,2006,0,0
120,4,24.0,2.28,0,-1,0,0,0,3,0,24,0,0,3,0,7,7,1976,1976,0,0,4,10,0,0.0,0,0,1,0,0,0,2,120.0,3,492.0,443.0,1055.0,0,1,0,0,1055,0,0,1055,1.0,0.0,2,0,2,1,0,4,0,0,-1,0,1976.0,0,1.0,319.0,0,0,0,0,29,0,0,0,0,-1,-1,-1,0,4,2006,0,0
160,4,24.0,2.179,0,-1,0,0,0,0,0,24,0,0,3,1,6,5,1976,1976,0,0,4,10,0,0.0,0,0,1,1,0,0,2,70.0,0,0.0,785.0,855.0,0,2,0,0,855,601,0,1456,0.0,0.0,2,1,3,1,0,6,0,1,1,0,1976.0,1,2.0,460.0,0,0,0,0,28,0,0,0,0,-1,-1,-1,0,7,2006,0,0
60,4,72.0,16.387,0,-1,1,0,0,0,0,6,0,0,0,1,9,5,2006,2006,1,0,0,0,2,215.0,1,0,0,2,1,0,1,1369.0,0,0.0,369.0,1738.0,0,2,0,0,1738,851,0,2589,1.0,0.0,2,1,4,1,2,11,0,1,0,0,2006.0,1,3.0,831.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,2006,1,1
20,4,110.0,16.163,0,-1,0,0,0,1,0,6,0,0,0,0,8,5,2004,2004,0,0,0,0,1,232.0,1,0,0,1,0,1,0,0.0,0,0.0,1618.0,1618.0,0,0,0,0,1618,0,0,1618,0.0,0.0,2,0,2,1,1,6,0,1,0,0,2004.0,2,3.0,880.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2006,0,0
20,4,108.0,12.228,0,-1,0,0,0,1,0,6,0,0,0,0,7,5,2006,2006,1,0,0,0,2,206.0,1,0,0,2,1,0,0,0.0,0,0.0,1721.0,1721.0,0,0,0,0,1740,0,0,1740,0.0,0.0,2,0,4,1,1,8,0,0,-1,0,2006.0,1,3.0,874.0,0,0,0,0,43,0,0,0,0,-1,-1,-1,0,9,2006,1,1
20,4,120.0,14.78,0,-1,1,1,0,1,1,6,0,0,0,0,9,5,2005,2005,1,0,0,0,1,568.0,2,0,0,2,0,2,1,1505.0,0,0.0,363.0,1868.0,0,0,0,0,1868,0,0,1868,1.0,0.0,2,0,2,1,2,7,0,1,0,0,2005.0,2,3.0,1085.0,0,0,0,354,56,0,0,156,0,-1,-1,-1,0,6,2006,0,0
60,4,120.0,13.975,0,-1,1,0,0,1,0,6,0,0,0,1,9,5,2005,2006,1,0,0,0,1,525.0,1,0,0,1,0,1,0,0.0,0,0.0,1090.0,1090.0,0,0,0,0,1117,1089,0,2206,0.0,0.0,2,1,4,1,2,10,0,1,0,2,2005.0,2,3.0,670.0,0,0,0,148,95,0,0,0,0,-1,-1,-1,0,8,2006,1,1
60,4,82.0,9.942,0,-1,1,0,0,0,0,6,0,0,0,1,9,5,2005,2006,0,0,1,1,1,385.0,2,0,0,2,1,1,1,1290.0,0,0.0,316.0,1606.0,0,0,0,0,1625,466,0,2091,1.0,0.0,2,1,3,1,2,8,0,1,0,0,2005.0,1,2.0,521.0,0,0,0,194,84,0,0,0,0,-1,-1,-1,0,5,2006,1,1
60,4,103.0,12.867,0,-1,1,0,0,1,0,6,0,0,0,1,8,5,2005,2006,0,0,5,5,-1,-1.0,1,0,0,2,0,1,0,0.0,0,0.0,1209.0,1209.0,0,0,0,0,1209,1044,0,2253,0.0,0.0,2,1,3,1,2,8,0,1,0,0,2005.0,2,2.0,575.0,0,0,0,243,142,0,0,0,0,-1,-1,-1,0,7,2006,1,1
60,4,82.0,10.672,0,-1,1,0,0,0,0,6,0,0,0,1,8,5,2006,2006,0,0,0,0,0,0.0,1,0,0,2,0,2,0,0.0,0,0.0,1054.0,1054.0,0,2,0,0,1054,1335,0,2389,0.0,0.0,2,1,4,1,1,10,0,1,0,2,2006.0,2,3.0,672.0,0,0,0,176,64,0,0,0,0,-1,-1,-1,0,11,2006,1,1
60,4,82.0,11.643,0,-1,1,0,0,0,0,6,0,0,0,1,8,5,2005,2006,1,0,1,1,1,142.0,1,0,0,2,0,1,1,880.0,0,0.0,644.0,1524.0,0,0,0,0,1544,814,0,2358,1.0,0.0,2,1,4,1,2,10,0,1,0,2,2005.0,2,3.0,784.0,0,0,0,120,34,0,0,0,0,-1,-1,-1,0,8,2006,1,1
