MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,tag
50,4,138.0,18.03,0,-1,1,2,0,0,0,19,0,0,0,2,5,6,1946,1994,0,0,1,1,0,0.0,0,0,1,0,0,0,3,152.0,3,469.0,977.0,1598.0,0,1,0,0,1636,971,479,3086,0.0,0.0,3,0,3,1,2,12,4,1,0,-1,-1.0,-1,0.0,0.0,-1,-1,0,122,0,0,0,0,0,-1,0,-1,0,3,2007,0,0,200.5
70,4,80.0,16.56,0,-1,1,0,0,0,0,13,0,0,0,1,6,8,1932,1950,0,0,3,3,0,0.0,0,0,2,1,0,0,3,503.0,0,0.0,449.0,952.0,0,1,0,0,1170,1175,0,2345,0.0,0.0,2,1,4,1,0,9,0,1,0,1,1932.0,0,2.0,360.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2006,0,0,239.0
50,4,85.0,10.678,0,-1,0,0,0,0,0,16,0,0,0,2,8,5,1992,2000,1,0,2,2,1,337.0,1,0,0,1,0,0,1,700.0,0,0.0,983.0,1683.0,0,0,0,0,2129,743,0,2872,0.0,0.0,2,1,4,1,1,9,0,1,1,0,1992.0,2,2.0,541.0,0,0,0,0,33,0,0,0,0,-1,-1,-1,0,4,2007,0,0,285.0
20,4,37.0,6.951,0,-1,1,0,0,2,0,11,0,0,0,0,5,5,1984,1985,0,0,2,4,0,0.0,0,0,1,0,0,0,2,658.0,0,0.0,218.0,876.0,0,1,0,0,923,0,0,923,1.0,0.0,1,0,3,1,0,5,0,0,-1,0,1984.0,0,1.0,264.0,0,0,0,362,0,0,0,0,0,-1,0,-1,0,10,2008,0,0,119.5
50,3,-1.0,3.95,0,1,0,2,0,0,0,2,2,0,0,2,6,8,1926,2004,0,0,1,1,0,0.0,0,0,1,0,0,0,3,468.0,0,0.0,350.0,818.0,0,1,0,0,818,406,0,1224,0.0,0.0,1,0,3,1,0,5,0,0,-1,1,1926.0,0,1.0,210.0,0,0,1,0,0,116,0,0,0,-1,-1,-1,0,12,2009,0,0,115.0
50,4,54.0,7.681,0,-1,1,0,0,3,0,13,0,0,0,2,5,6,1921,1950,0,0,3,3,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,731.0,731.0,0,0,0,0,820,523,0,1343,0.0,0.0,1,1,3,1,0,7,0,1,0,1,1921.0,0,1.0,186.0,1,0,0,192,0,102,0,0,0,-1,-1,-1,0,7,2009,0,0,154.9
20,4,77.0,8.335,0,-1,0,0,0,1,0,4,0,0,0,0,5,5,1954,1954,0,0,3,3,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,0,0,1124,0,0,1124,0.0,0.0,1,0,3,1,0,5,2,1,0,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,36,190,0,0,0,-1,-1,-1,0,4,2006,0,0,93.0
60,4,-1.0,11.17,0,-1,2,0,0,1,0,15,0,0,0,1,7,5,1990,1991,0,0,1,1,0,0.0,0,0,5,1,0,0,5,1216.0,0,0.0,0.0,1216.0,0,0,0,0,1298,1216,0,2514,0.0,0.0,2,1,4,1,0,8,0,0,-1,0,1990.0,2,2.0,693.0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,4,2006,0,0,250.0
120,3,64.0,5.587,0,-1,1,1,0,0,1,13,0,0,1,0,8,5,2008,2008,1,0,5,5,2,186.0,2,0,0,2,0,2,1,1480.0,0,0.0,120.0,1600.0,0,0,0,0,1652,0,0,1652,1.0,1.0,2,0,2,1,1,5,0,1,0,0,2008.0,2,2.0,482.0,0,0,0,162,53,0,153,0,0,-1,-1,-1,0,11,2008,1,1,392.5
60,4,160.0,15.623,0,-1,1,0,0,1,0,16,0,0,0,1,10,5,1996,1996,1,0,3,11,0,0.0,1,0,0,2,0,1,1,2096.0,0,0.0,300.0,2396.0,0,0,0,0,2411,2065,0,4476,1.0,0.0,3,1,4,1,2,10,0,2,1,0,1996.0,2,3.0,813.0,0,0,0,171,78,0,0,0,555,0,0,-1,0,7,2007,0,2,745.0
30,4,60.0,10.8,0,1,0,0,0,0,0,2,0,0,0,0,5,6,1920,1950,1,0,9,8,0,0.0,0,0,2,0,0,0,3,821.0,0,0.0,299.0,1120.0,0,0,0,0,1130,0,0,1130,1.0,0.0,1,0,2,1,0,5,0,1,0,1,1970.0,0,2.0,720.0,0,0,0,229,0,0,0,0,0,-1,-1,-1,0,6,2006,0,0,120.0
20,4,50.0,35.133,1,-1,0,0,0,0,1,15,0,0,0,0,5,4,1963,1963,1,0,1,1,1,226.0,0,0,1,0,0,2,3,1159.0,0,0.0,413.0,1572.0,0,2,0,0,1572,0,0,1572,1.0,0.0,1,1,3,1,0,5,0,2,1,4,1963.0,1,3.0,995.0,0,0,0,0,263,0,0,263,0,-1,-1,-1,0,5,2007,0,0,186.7
50,4,60.0,9.738,0,-1,0,0,0,0,0,4,0,0,0,2,5,7,1924,1950,0,0,8,9,0,0.0,0,1,2,0,0,0,4,392.0,0,0.0,392.0,784.0,0,2,0,0,949,272,0,1221,1.0,0.0,1,0,4,1,0,7,0,0,-1,0,1965.0,0,1.0,392.0,0,0,0,0,0,236,0,0,0,-1,-1,-1,0,3,2006,0,0,104.9
190,4,107.0,10.615,0,-1,1,2,0,1,1,2,2,2,4,1,3,5,1900,1970,0,0,2,2,0,0.0,0,0,1,3,0,3,4,440.0,0,0.0,538.0,978.0,0,1,0,0,1014,685,0,1699,1.0,0.0,2,0,3,2,0,7,0,0,-1,5,1920.0,0,2.0,420.0,1,1,0,0,74,0,0,0,0,-1,-1,-1,0,8,2009,0,2,95.0
20,4,89.0,12.461,0,-1,0,0,0,1,0,16,0,0,0,0,8,5,1994,1995,0,0,14,11,0,0.0,1,0,0,1,0,0,1,1456.0,0,0.0,168.0,1624.0,0,0,0,0,1624,0,0,1624,1.0,0.0,2,0,2,1,1,5,0,1,2,0,1994.0,1,3.0,757.0,0,0,0,0,114,192,0,0,0,-1,1,-1,0,7,2006,0,0,262.0
60,4,68.0,8.935,0,-1,1,0,0,0,0,1,0,0,0,1,7,5,2002,2002,0,0,0,0,1,95.0,1,0,0,1,0,0,0,0.0,0,0.0,831.0,831.0,0,0,0,0,831,829,0,1660,0.0,0.0,2,1,3,1,1,7,0,0,-1,0,2002.0,1,2.0,493.0,0,0,0,144,68,0,0,0,0,-1,-1,-1,0,7,2009,0,0,195.0
60,4,60.0,7.5,0,-1,0,0,0,0,0,7,0,0,0,1,7,5,1999,1999,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,994.0,994.0,0,2,0,0,1028,776,0,1804,0.0,0.0,2,1,3,1,1,7,0,1,1,0,1999.0,2,2.0,442.0,0,0,0,140,60,0,0,0,0,-1,-1,-1,0,6,2010,0,0,189.0
190,4,-1.0,32.463,0,-1,0,3,0,0,1,11,0,0,4,0,4,4,1961,1975,0,0,1,1,2,149.0,0,1,1,0,0,1,4,1159.0,0,0.0,90.0,1249.0,0,0,0,0,1622,0,0,1622,1.0,0.0,1,0,3,1,0,7,0,1,1,4,1975.0,2,4.0,1356.0,0,0,0,439,0,0,0,0,0,-1,-1,-1,0,3,2007,0,0,168.0
160,2,24.0,2.645,0,0,0,0,0,0,0,5,0,0,3,1,8,5,1999,2000,0,0,1,1,1,456.0,1,0,0,1,0,0,0,0.0,0,0.0,776.0,776.0,0,0,0,0,764,677,0,1441,0.0,0.0,2,1,2,1,1,5,0,0,-1,1,1999.0,0,2.0,492.0,0,0,0,206,0,0,0,0,0,-1,-1,-1,0,11,2007,0,0,174.0
50,3,60.0,9.6,0,1,0,0,0,0,0,2,0,0,0,2,5,8,1925,1994,2,0,0,0,0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,702.0,702.0,0,2,0,0,842,630,0,1472,0.0,0.0,1,0,3,1,1,6,0,0,-1,1,1925.0,0,1.0,250.0,0,1,2,0,0,84,0,0,0,-1,2,-1,0,7,2007,0,0,125.0
120,3,-1.0,4.5,0,-1,0,0,0,3,0,11,0,0,1,0,6,5,1999,1999,1,0,0,0,1,425.0,0,0,0,2,0,0,1,883.0,0,0.0,341.0,1224.0,0,0,0,0,1224,0,0,1224,1.0,0.0,2,0,2,1,0,5,0,0,-1,0,1999.0,2,2.0,402.0,0,0,0,0,304,0,0,0,0,-1,-1,-1,0,6,2009,0,0,165.0
60,4,80.0,9.364,0,-1,0,0,0,1,0,8,0,0,0,1,6,7,1969,1969,0,0,2,2,2,143.0,0,0,1,0,0,0,2,371.0,0,0.0,292.0,663.0,0,1,0,0,663,689,0,1352,0.0,0.0,1,1,4,1,0,7,0,0,-1,0,1969.0,2,1.0,299.0,0,0,0,379,36,0,0,0,0,-1,0,-1,0,3,2010,0,0,158.0
60,4,51.0,8.029,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,2005,2005,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,728.0,728.0,0,0,0,0,728,728,0,1456,0.0,0.0,2,1,3,1,1,8,0,0,-1,0,2005.0,2,2.0,400.0,0,0,0,100,24,0,0,0,0,-1,-1,-1,0,7,2008,0,0,176.0
60,4,58.0,14.054,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,879.0,879.0,0,0,0,0,879,984,0,1863,0.0,0.0,2,1,4,1,1,9,0,1,0,2,2006.0,2,3.0,660.0,0,0,0,100,17,0,0,0,0,-1,-1,-1,0,11,2006,1,1,219.21
75,3,65.0,8.85,0,-1,1,2,0,1,0,2,0,0,0,5,7,6,1916,1950,0,0,1,1,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,815.0,815.0,0,0,0,0,815,875,0,1690,0.0,0.0,1,0,3,1,0,7,0,1,0,1,1916.0,0,1.0,225.0,0,0,0,0,0,330,0,0,0,-1,-1,-1,0,7,2006,6,0,144.0
20,4,70.0,9.1,0,-1,0,0,0,0,0,1,0,0,0,0,7,5,2001,2001,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1212.0,1212.0,0,0,0,0,1212,0,0,1212,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2001.0,1,2.0,573.0,0,0,0,356,0,0,0,0,0,-1,-1,-1,0,6,2009,0,0,178.0
20,4,75.0,11.235,0,-1,0,0,0,0,0,8,0,0,0,0,4,5,1963,1979,0,0,2,2,1,51.0,0,0,1,0,0,0,3,547.0,0,0.0,504.0,1051.0,0,2,0,0,1382,0,0,1382,0.0,0.0,1,1,3,1,0,6,0,1,3,0,1974.0,0,2.0,459.0,0,0,0,0,82,0,0,0,0,-1,-1,-1,0,10,2006,0,0,148.0
20,4,71.0,9.353,0,-1,0,0,0,0,0,0,0,0,0,0,4,5,1970,1970,0,0,1,1,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,864.0,864.0,0,2,0,0,864,0,0,864,0.0,0.0,1,0,3,1,0,5,0,0,-1,0,1972.0,0,1.0,280.0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,7,2006,7,2,116.05
60,4,80.0,10.4,0,-1,0,0,0,1,0,1,0,0,0,1,7,5,1998,1998,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0,0.0,866.0,866.0,0,0,0,0,866,913,0,1779,0.0,0.0,2,1,3,1,1,6,0,0,-1,0,1998.0,1,2.0,546.0,0,0,0,198,36,0,0,0,0,-1,-1,-1,0,3,2009,0,0,197.9
50,3,50.0,6.0,0,-1,0,0,0,1,0,12,0,0,0,2,5,8,1925,1997,0,0,3,3,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,884.0,884.0,0,0,0,0,884,464,0,1348,1.0,0.0,1,0,3,1,0,5,0,1,2,1,1960.0,0,1.0,216.0,0,0,1,0,0,208,0,0,0,-1,-1,-1,0,5,2009,0,0,117.0
20,4,75.0,9.75,0,-1,0,0,0,0,0,1,0,0,0,0,7,5,2000,2001,0,0,0,0,1,171.0,1,0,0,1,0,0,0,0.0,0,0.0,1630.0,1630.0,0,0,0,0,1630,0,0,1630,0.0,0.0,2,0,3,1,1,6,0,1,1,0,2000.0,0,2.0,451.0,0,0,0,74,234,0,0,0,0,-1,-1,-1,0,10,2009,0,0,213.0
20,4,78.0,10.14,0,-1,0,0,0,0,0,9,0,0,0,0,5,6,1975,1975,0,0,2,2,0,0.0,0,0,1,1,0,0,2,788.0,0,0.0,268.0,1056.0,0,0,0,0,1074,0,0,1074,1.0,0.0,1,1,3,1,0,6,0,0,-1,0,1975.0,1,2.0,495.0,0,0,0,0,88,0,0,0,0,-1,0,-1,0,7,2006,0,0,153.5
20,4,90.0,14.684,0,-1,1,0,0,2,0,10,0,0,0,0,7,7,1990,1991,1,0,2,2,1,234.0,1,0,1,1,0,3,2,485.0,3,177.0,1496.0,2158.0,0,2,0,0,2196,0,0,2196,0.0,0.0,2,0,3,1,1,7,0,1,1,0,1990.0,1,3.0,701.0,0,0,0,84,70,0,0,0,0,-1,-1,-1,0,6,2009,0,0,271.9
20,1,-1.0,8.9,0,-1,0,0,0,0,0,10,0,0,0,0,4,4,1966,1966,0,0,2,2,0,0.0,0,0,1,0,0,0,3,1056.0,0,0.0,0.0,1056.0,0,1,0,0,1056,0,0,1056,1.0,0.0,1,0,2,1,0,5,0,0,-1,1,1966.0,0,1.0,384.0,0,0,0,0,42,0,0,0,0,-1,0,-1,0,11,2006,0,0,107.0
20,4,70.0,9.135,0,-1,0,0,0,0,0,1,0,0,0,0,6,5,2003,2003,0,0,0,0,1,120.0,1,0,0,1,0,1,1,340.0,0,0.0,1342.0,1682.0,0,0,0,0,1700,0,0,1700,1.0,0.0,2,0,3,1,1,7,0,0,-1,0,2003.0,1,2.0,544.0,0,0,0,192,23,0,0,0,0,-1,-1,-1,0,5,2006,0,0,200.0
20,4,70.0,7.763,0,-1,0,0,0,0,0,0,0,0,0,0,5,7,1962,1980,0,0,1,1,0,0.0,0,1,1,0,0,0,3,504.0,3,108.0,319.0,931.0,0,1,0,0,1283,0,0,1283,1.0,0.0,1,0,3,1,0,6,0,0,-1,1,1980.0,0,2.0,506.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,10,2008,0,0,140.0
20,4,85.0,10.182,0,-1,1,0,0,2,0,5,7,0,0,0,8,5,2006,2006,1,0,0,0,2,420.0,1,0,0,2,0,3,1,1220.0,0,0.0,440.0,1660.0,0,0,0,0,1660,0,0,1660,1.0,0.0,2,0,3,1,1,8,0,1,0,0,2006.0,1,2.0,500.0,0,0,0,322,50,0,0,0,0,-1,-1,-1,0,5,2006,1,1,290.0
60,4,70.0,11.218,0,-1,0,0,0,0,0,10,0,0,0,1,6,5,1992,1992,0,0,3,3,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1055.0,1055.0,0,0,0,0,1055,790,0,1845,0.0,0.0,2,1,3,1,1,8,0,1,1,0,1992.0,1,2.0,462.0,0,0,0,635,104,0,0,0,0,-1,1,0,400,5,2010,0,0,189.0
50,4,152.0,12.134,0,-1,1,2,0,0,1,7,0,0,0,2,8,7,1988,2005,0,0,3,3,0,0.0,1,0,5,1,0,1,1,427.0,0,0.0,132.0,559.0,0,2,0,0,1080,672,0,1752,0.0,0.0,2,0,4,1,0,8,0,0,-1,3,1988.0,1,2.0,492.0,0,0,0,325,12,0,0,0,0,-1,-1,-1,0,6,2010,0,0,164.0
30,4,50.0,9.34,0,-1,0,0,0,0,0,4,0,0,0,0,4,6,1941,1950,1,0,1,1,0,0.0,0,0,1,0,0,0,3,344.0,0,0.0,328.0,672.0,0,1,0,0,672,0,0,672,1.0,0.0,1,0,2,1,0,4,0,0,-1,0,1941.0,0,1.0,234.0,0,0,1,0,113,0,0,0,0,-1,-1,-1,0,8,2009,0,0,113.0
80,4,-1.0,10.246,0,-1,1,0,0,2,0,8,0,0,0,3,4,9,1965,2001,0,0,0,0,0,0.0,0,1,1,0,1,1,1,648.0,0,0.0,0.0,648.0,0,0,0,0,960,0,0,960,1.0,1.0,0,0,0,1,0,3,0,0,-1,0,1965.0,0,1.0,364.0,0,0,0,88,0,0,0,0,0,-1,-1,-1,0,5,2006,0,0,145.0
85,4,69.0,10.205,0,-1,1,0,0,0,0,0,0,0,0,4,5,5,1962,1962,0,0,1,1,0,0.0,0,0,1,0,0,1,4,784.0,0,0.0,141.0,925.0,0,1,0,0,999,0,0,999,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1962.0,0,1.0,300.0,0,0,0,150,72,0,0,0,0,-1,-1,-1,0,5,2006,0,0,134.5
20,4,99.0,7.094,0,-1,1,0,0,0,0,8,0,0,0,0,5,5,1966,1966,0,0,0,0,0,0.0,0,0,1,0,0,0,3,180.0,2,374.0,340.0,894.0,0,1,0,0,894,0,0,894,0.0,0.0,1,0,3,1,0,5,0,0,-1,1,1966.0,1,1.0,384.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,5,2007,0,0,125.0
90,3,68.0,8.93,0,-1,0,0,0,0,0,8,5,0,2,2,6,5,1978,1978,0,0,0,0,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,0,1318,584,0,1902,0.0,0.0,2,0,4,2,0,8,0,0,-1,0,1978.0,0,2.0,539.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,2010,0,0,112.0
20,2,72.0,8.64,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2009,2009,0,0,5,5,2,72.0,1,0,0,1,0,3,1,936.0,0,0.0,364.0,1300.0,0,0,0,0,1314,0,0,1314,1.0,0.0,2,0,3,1,1,6,0,0,-1,0,2009.0,1,2.0,552.0,0,0,0,135,112,0,0,0,0,-1,-1,-1,0,9,2009,1,1,229.456
50,3,52.0,6.24,0,-1,0,0,0,0,0,12,0,0,0,2,4,5,1947,1950,0,0,8,9,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,672,240,0,912,0.0,0.0,1,0,2,1,0,3,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,7,2006,0,0,80.5
160,3,21.0,1.68,0,-1,0,0,0,0,0,21,0,0,3,1,6,5,1971,1971,0,0,5,5,1,236.0,0,0,1,0,0,0,0,0.0,0,0.0,672.0,672.0,0,1,0,0,672,546,0,1218,0.0,0.0,1,1,3,1,0,7,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,201,0,0,0,0,0,-1,-1,-1,0,4,2006,0,2,91.5
20,4,66.0,7.8,0,-1,1,0,0,0,0,0,0,0,0,0,5,5,1964,1964,0,0,3,3,0,0.0,0,0,1,0,0,0,3,312.0,2,600.0,0.0,912.0,0,1,0,0,912,0,0,912,0.0,0.0,1,0,2,1,0,5,0,0,-1,0,1964.0,0,1.0,288.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,11,2006,0,2,115.0
20,4,55.0,8.25,0,-1,0,0,0,0,0,8,1,0,0,0,5,5,1968,1968,1,0,2,2,0,0.0,0,0,1,0,0,0,4,250.0,2,492.0,210.0,952.0,0,0,0,0,1211,0,0,1211,0.0,0.0,1,0,3,1,0,5,0,1,1,0,1968.0,0,1.0,322.0,0,0,0,0,63,0,0,0,0,-1,-1,-1,0,8,2008,0,0,134.0
50,4,78.0,10.496,0,-1,0,0,0,0,0,0,2,0,0,2,6,6,1949,1950,0,0,3,3,1,320.0,0,0,1,0,0,3,3,196.0,0,0.0,844.0,1040.0,0,0,0,0,1168,678,0,1846,0.0,0.0,2,0,3,1,0,7,0,1,0,0,1949.0,0,1.0,315.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,1,2007,0,0,143.0
20,4,89.0,10.68,0,-1,0,0,0,0,0,0,0,0,0,0,5,3,1951,1951,1,0,3,3,1,44.0,0,0,1,0,2,0,5,756.0,0,0.0,1380.0,2136.0,0,1,1,1,2136,0,0,2136,0.0,0.0,2,0,4,1,0,7,3,0,-1,1,1951.0,0,2.0,528.0,0,0,0,0,30,0,0,0,0,-1,0,-1,0,10,2006,0,0,137.9
60,4,60.0,15.384,0,-1,1,0,0,0,0,7,3,0,0,1,7,5,2004,2005,0,0,0,0,0,0.0,1,0,0,1,0,1,1,724.0,0,0.0,64.0,788.0,0,0,0,0,788,702,0,1490,1.0,0.0,2,1,3,1,1,8,0,1,0,0,2004.0,2,2.0,388.0,0,0,0,100,75,0,0,0,0,-1,-1,-1,0,2,2008,0,0,184.0
80,4,65.0,10.482,0,-1,0,0,0,0,0,0,0,0,0,3,6,8,1958,1958,1,0,0,0,1,63.0,0,1,1,0,0,1,1,507.0,0,0.0,81.0,588.0,0,0,0,0,1138,0,0,1138,0.0,1.0,1,0,3,1,0,6,0,0,-1,0,1958.0,1,1.0,264.0,0,0,0,224,0,0,0,0,0,-1,3,-1,0,6,2007,0,0,145.0
60,4,86.0,14.598,0,-1,1,0,0,2,0,5,1,0,0,1,6,5,2007,2007,0,0,0,0,2,74.0,1,0,0,1,0,3,0,0.0,0,0.0,894.0,894.0,0,0,0,0,894,1039,0,1933,0.0,0.0,2,1,4,1,1,9,0,1,0,2,2007.0,2,3.0,668.0,0,0,0,100,18,0,0,0,0,-1,-1,-1,0,1,2008,0,0,214.0
20,4,72.0,8.872,0,-1,0,0,0,1,0,0,0,0,0,0,5,8,1965,2008,0,0,0,0,1,300.0,0,0,1,0,0,0,2,595.0,0,0.0,317.0,912.0,0,0,0,0,912,0,0,912,1.0,0.0,1,0,2,1,1,5,0,0,-1,1,1992.0,0,2.0,576.0,0,0,0,0,240,0,0,0,0,-1,-1,-1,0,12,2008,0,0,147.0
120,4,65.0,8.769,0,-1,0,0,0,1,0,6,0,0,1,0,9,5,2008,2008,1,0,1,1,1,766.0,2,0,0,2,0,0,1,1540.0,0,0.0,162.0,1702.0,0,0,0,0,1702,0,0,1702,1.0,0.0,1,1,1,1,2,7,0,1,0,0,2008.0,2,3.0,1052.0,0,0,0,0,72,0,0,224,0,-1,-1,-1,0,10,2008,1,1,367.294
80,4,70.0,7.91,0,-1,0,0,0,0,0,0,0,0,0,3,5,5,1960,1960,1,0,6,2,0,0.0,0,0,1,0,0,0,2,666.0,0,0.0,409.0,1075.0,0,2,0,0,1507,0,0,1507,0.0,0.0,2,0,4,1,0,7,4,0,-1,3,1960.0,0,1.0,404.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,8,2008,0,0,127.0
90,4,-1.0,18.89,0,-1,1,0,0,0,0,8,1,7,2,2,5,5,1977,1977,5,0,4,4,0,1.0,0,0,1,1,0,0,1,498.0,1,211.0,652.0,1361.0,0,0,0,0,1361,1259,0,2620,0.0,0.0,2,2,4,2,0,12,0,1,1,2,1977.0,1,2.0,600.0,0,0,1,155,24,145,0,0,0,-1,-1,1,8300,8,2007,0,0,190.0
90,4,70.0,7.728,0,-1,0,0,0,0,0,0,0,0,2,3,5,6,1962,1962,1,0,3,3,1,120.0,0,0,1,0,0,1,2,803.0,0,0.0,303.0,1106.0,0,1,0,0,1190,0,0,1190,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1962.0,0,2.0,540.0,0,0,0,0,18,0,0,0,0,-1,2,-1,0,5,2006,0,0,132.5
90,4,70.0,9.842,0,-1,0,0,0,3,0,0,0,0,2,0,4,5,1962,1962,0,0,2,2,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,0,1224,0,0,1224,0.0,0.0,2,0,2,2,0,6,0,0,-1,5,1962.0,0,2.0,462.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,2007,0,0,101.8
20,4,-1.0,12.16,0,-1,1,0,0,0,0,0,0,0,0,0,5,5,1959,1959,1,0,4,4,1,180.0,0,0,1,0,0,0,3,1000.0,0,0.0,188.0,1188.0,0,3,0,0,1188,0,0,1188,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1959.0,1,2.0,531.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,5,2010,2,2,142.0
70,1,55.0,8.525,0,-1,0,2,0,0,0,18,0,0,0,1,5,6,1911,1950,0,0,1,1,0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,940.0,940.0,0,1,1,1,1024,940,0,1964,0.0,0.0,1,1,4,1,0,7,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,192,0,0,0,0,-1,-1,-1,0,11,2008,0,2,130.0
70,4,96.0,13.132,0,-1,0,0,0,0,0,13,0,0,0,1,5,5,1914,1950,0,0,3,3,0,0.0,0,0,2,1,0,3,0,0.0,0,0.0,747.0,747.0,0,2,0,2,892,892,0,1784,0.0,0.0,1,1,4,1,0,9,0,0,-1,1,1914.0,0,1.0,180.0,1,1,1,203,40,0,0,0,0,-1,-1,-1,0,7,2006,0,0,138.887
160,4,36.0,2.628,0,-1,0,0,0,0,0,6,0,0,3,1,7,5,2003,2003,0,0,0,6,2,106.0,1,0,0,1,0,0,0,0.0,0,0.0,764.0,764.0,0,0,0,0,764,862,0,1626,0.0,0.0,2,1,2,1,1,6,0,0,-1,2,2003.0,1,2.0,474.0,0,0,0,0,27,0,0,0,0,-1,-1,-1,0,6,2010,0,0,175.5
60,4,41.0,12.393,0,-1,2,0,0,3,0,1,0,0,0,1,7,5,2004,2005,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,847.0,847.0,0,0,0,0,847,1101,0,1948,0.0,0.0,2,1,4,1,1,8,0,1,0,2,2004.0,2,2.0,434.0,0,0,0,100,48,0,0,0,0,-1,-1,-1,0,9,2006,0,0,195.0
20,4,63.0,13.072,0,-1,0,0,0,0,0,10,5,0,0,0,6,5,2005,2005,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1141.0,1141.0,0,0,0,0,1141,0,0,1141,0.0,0.0,1,1,3,1,0,6,0,0,-1,1,2005.0,0,2.0,484.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,2006,0,2,142.5
20,4,64.0,9.037,0,-1,1,1,0,0,0,15,0,0,0,0,8,5,2006,2006,1,0,0,0,1,32.0,1,0,0,1,0,1,1,428.0,0,0.0,1048.0,1476.0,0,0,0,0,1484,0,0,1484,0.0,0.0,2,0,2,1,2,6,0,1,0,0,2006.0,1,2.0,472.0,0,0,0,120,33,0,0,0,0,-1,-1,-1,0,12,2007,0,0,265.9
60,4,65.0,8.158,0,-1,0,0,0,0,0,1,0,0,0,1,7,5,2003,2003,0,0,0,0,1,252.0,1,0,0,1,0,0,1,550.0,0,0.0,334.0,884.0,0,0,0,0,884,884,0,1768,1.0,0.0,2,1,3,1,1,8,0,0,-1,0,2003.0,1,2.0,543.0,0,0,0,0,63,0,0,0,0,-1,-1,-1,0,7,2008,0,0,224.9
